codigo,descricao,tamanho,valor,valor_promocao,quantidade
394390,REGATA 1BIGO MALHA 2225 4A08 MASC,,4.99,,1
394406,REGATA 1BIGO MALHA 2230 4A08 CAPUZ,,4.99,,1
394413,REGATA 1BIGO MALHA 2224 4A08 CAPUZ,,4.99,,1
394420,CONJUNTO 1BIGO MALHA 2214 4A8 MASC,,4.99,,1
394437,CAMISA 1BIGO MALHA 1195 1A3 POLO,,4.99,,1
394444,CAMISA 1BIGO MALHA 1196 1A3 POLO,,4.99,,1
394451,CAMISA 1BIGO MALHA 1170 1A3 POLO,,4.99,,1
394475,CAMISETA 1BIGO MM 1194 1A3 CAPUZ,,4.99,,1
394482,CAMISETA 1BIGO MM 2210 4A8 CAPUZ,,4.99,,1
394499,CAMISETA 1BIGO MM 2212 4A8 CAPUZ,,4.99,,1
394505,CAMISETA 1BIGO MM 2223 4A8 2BOTOES,,4.99,,1
394512,CAMISA DK2 MALHA 3212 10A14 POLO,,9.99,,1
394529,CAMISETA DK2 MALHA 3189 10A14,,4.99,,1
394536,CAMISETA DK2 MALHA 3194 10A14 CAPUZ,,4.99,,1
394543,CAMISETA DK2 MALHA 3191 10A14,,9.99,,1
394550,CAMISETA DK2 MALHA 3207 10A14 GOL V,,4.99,,1
394567,CAMISETA DK2 MALHA 3209 10A14 GOL V,,7.99,,1
394574,CAMISETA DK2 MM 3211 10A14 2BOTOES,,4.99,,1
394581,CAMISETA DK2 MM 3195 10A14 2BOTOES,,4.99,,1
394598,CAMISETA DK2 MM 5080 G1G2G3 GOLA V,,9.99,,1
394611,CAMISETA DK2 MM 5067 G1G2G3,,9.99,,1
394628,CAMISETA DK2 MM 4165 PMGG MASC,,9.99,,1
394635,CAMISETA DK2 MM 4151 PMGG MASC,,7.99,,1
394642,REGATA DK2 MALHA 3200 10A14,,4.99,,1
394659,REGATA DK2 MALHA 3204 10A14 CAPUZ,,4.99,,1
394666,REGATA DK2 MALHA 3202 10A14 CAPUZ,,4.99,,1
394673,REGATA DK2 MALHA 3203 10A14 CAPUZ,,4.99,,1
394680,REGATA DK2 MALHA 3206 10A14 CAPUZ,,4.99,,1
394697,REGATA DK2 MALHA 4161 PMGG MASC,,7.99,,1
394703,REGATA DK2 MALHA 5075 G1G2G3 MASC,,9.99,,1
394710,REGATA DK2 MALHA 5076 G1G2G3 MASC,,9.99,,1
394758,REGATA DK2 MALHA 4164 PMGG MASC,,14.99,,1
394772,CALCINHA LOVE LIFE COTTON 489 PMGG,,4.50,,1
394789,CALCINHA LOVE LIFE COTTON 323 PMGG,,4.50,,1
394802,CALCINHA LOVE LIFE COTTON 372 PMGG,,2.99,,1
394819,CALCINHA LOVE LIFE COTTON 314 PMGG,,4.50,,1
394826,CALCINHA LOVE LIFE COTTON 423 PMGG,,4.99,,1
394833,CALCINHA LOVE LIFE COTTON 431 PMGG,,4.99,,1
394840,CALCINHA LOVE LIFE COTTON 443 PMGG,,4.99,,1
394857,CALCINHA LOVE LIFE COTTON 374 PMGG,,4.99,,1
394864,CALCINHA LOVE LIFE COTTON 407 PMGG,,4.99,,1
394888,CALCINHA LOVE LIFE COTTON 438 PMGG,,4.99,,1
394895,CALCINHA LOVE LIFE VISCOLY 101 INF,,2.50,,1
394901,CALCINHA LOVE LIFE MICRO 916 PMGG,,4.99,,1
394918,SHORT LOVE LIFE MICRO 909 PMGG FEM,,4.99,,1
394925,CALCOLA LOVE LIFE MICRO 939 PMGG,,9.99,,1
394932,CALCOLA LOVE LIFE MICRO 926 PMGG,,16.99,,1
394949,CALCOLA LOVE LIFE COTTON 927 PMGG,,9.99,,1
394956,CONJUNTO LOVE LIFE MICRO 971 972 IN,,7.99,,1
394963,TOP LOVE LIFE RENDA 979 ADULTO,,9.99,,1
394970,SHORT LOVE LIFE COTTON 446 INFANTIL,,4.99,,1
394987,BATA MOONCITY VISCOSE 220085 PMGG,,29.99,,1
394994,BATA MOONCITY VISCOSE 220086 PMGG,,39.99,,1
395007,BATA MOONCITY VISCOSE 220101 PMGG,,19.99,,1
395014,BATA MOONCITY VISCOSE 220105 PMGG,,9.99,,1
395021,BATA MOONCITY VISCOSE 220108 PMGG,,39.99,,1
395038,MACAQUINHO MOONCITY VISC 230055 AD,,4.99,,1
395045,MACAQUINHO MOONCITY VISC 230056 AD,,7.99,,1
395052,MACAQUINHO MOONCITY VISC 230094 AD,,29.99,,1
395069,VESTIDO MOONCITY VISCOSE 230058 AD,,29.99,,1
395076,VESTIDO MOONCITY VISCOSE 230068 AD,,4.99,,1
395083,VESTIDO MOONCITY VISCOSE 230087 AD,,29.99,,1
395090,BLUSA MOONCITY VISCOSE 250037 AD,,4.99,,1
395106,BLUSA MOONCITY VISCOSE 220066 AD,,19.99,,1
395113,BLUSA MOONCITY VISCOSE 250046 AD,,4.99,,1
395120,CALCA MOONCITY VISCOSE 240057 AD,,14.99,,1
395137,CALCA MOONCITY SARJA 240059 G1G2G3,,29.99,,1
395144,CALCA MOONCITY SARJA 240077 PMGG,,7.99,,1
395151,CALCA MOONCITY ALGOD 240065 PMGG,,4.99,,1
395168,CALCA MOONCITY ALGOD 240063 PMGG,,14.99,,1
395175,CALCA MOONCITY VISCOLY 240058 PMGG,,19.99,,1
395182,CAMISETE MOONCITY VISCOSE 210241 AD,,29.99,,1
395199,CAMISETE MOONCITY VISCOSE 220055 AD,,59.99,,1
395205,CAMISETE MOONCITY VISCOSE 220099 AD,,4.99,,1
395212,CAMISETE MOONCITY VISCOSE 220080 AD,,19.99,,1
395229,BANHO DE SOL FEROZ MALHA 3023 PMG,,19.99,,1
395236,BANHO DE SOL FEROZ MALHA 3026 PMG M,,29.99,,1
395243,BANHO DE SOL FEROZ MALHA 3022 PMG M,,19.99,,1
395250,BANHO DE SOL FEROZ MALHA 3025 PMG M,,14.99,,1
395267,BANHO DE SOL FEROZ MALHA 3045 PMG M,,14.99,,1
395274,BANHO DE SOL FEROZ MALHA 3018 PMG M,,14.99,,1
395281,BANHO DE SOL FEROZ MALHA 3029 PMG M,,14.99,,1
395304,BANHO DE SOL FEROZ MALHA 3032 PMG M,,19.99,,1
395311,BANHO DE SOL FEROZ MALHA 3027 PMG M,,14.99,,1
395328,BODY FEROZ MALHA 2874 PMG FEM,,14.99,,1
395335,BODY FEROZ MALHA 2873 PMG MASC,,14.99,,1
395342,BODY FEROZ MALHA 2870 PMG MASC,,14.99,,1
395359,BODY FEROZ MALHA 2871 PMG MASC,,14.99,,1
395366,BODY FEROZ MALHA 3036 PMG FEM,,14.99,,1
395380,BODY FEROZ MALHA 2872 PMG MASC,,14.99,,1
395397,BODY FEROZ MALHA 3035 PMG MASC,,14.99,,1
395403,BODY FEROZ MALHA 2876 PMG MASC,,14.99,,1
395410,BODY FEROZ MALHA 2637 PMG FEM,,9.99,,1
395427,MACACAO FEROZ MALHA 2626 FEM,,14.99,,1
395434,MACACAO FEROZ MALHA 2627 UNISEX,,29.99,,1
395441,SAIDA MATERNIDADE FEROZ M 3011 FEM,,64.99,,1
395458,SAIDA MATERNIDADE FEROZ M 3006 MASC,,14.99,,1
395465,KIT CULOTE FEROZ MALHA 016 3PCS MAS,,4.99,,1
395472,CONJUNTO FEROZ M 2878 C CALCINHA F,,19.99,,1
395489,CONJUNTO FEROZ M 3015 C SHORT MASC,,29.99,,1
395496,KIT TOUCA FEROZ MALHA 2848 UNICO,,7.99,,1
395625,CAMISA MX72 PA 1409 ML PMG MASC,,4.99,,1
395632,CAMISA MX72 PA 1357 ML PMG MASC,,24.99,,1
395649,CAMISA MX72 17143 51 PA M LONGA FIT,,14.99,,1
395656,CAMISA MX72 PA 1432 MC PMG MASC,,4.99,,1
395663,CAMISA MX72 PA 1429 MC 05A08 MASC,,24.99,,1
395670,CAMISA MX72 PA 1344 MC PMG MASC,,4.99,,1
395687,CAMISA MX72 PA 1366 MC 5 8 MASC,,24.99,,1
395694,CAMISA MX72 PA 1404 MC PMG MASC,,4.99,,1
395700,CAMISA MX72 PA 1405 MC PMG MASC,,4.99,,1
395717,CALCA VIA BOY 4CABOS DIV MASCULINA,,7.99,,1
395724,SAIA ULY JEANS DIVERSAS 36A44,,4.99,,1
395731,SAIA ULY PT DIVERSAS 36A44,,4.99,,1
395748,SHORT ULY SARJA DIVERSAS 36A44,,4.99,,1
395755,CALCA ULY LYCRA DIVERSAS 10A16 MASC,,19.99,,1
395762,BERMUDA ULY BRIM DIV 10A16 SARUEL,,4.99,,1
395779,CAMISA BROKEM TRIC 110064 PMG MASC,,39.99,,1
395786,CAMISA BROKEM TRIC 110069 PMG MASC,,39.99,,1
395793,CAMISA BROKEM TRIC 110061 PMG MASC,,19.99,,1
395809,BERMUDA BROKEM SARJA 130051 38A46 M,,4.99,,1
395816,BERMUDA BROKEM MOLET 130071 PMGG M,,4.99,,1
395823,BERMUDA BROKEM MOLET 130073 PMGG M,,4.99,,1
395830,CALCA BROKEM SARJA 160006 38A46 MAS,,4.99,,1
395878,CALCA PATAMAR JEANS DIV 36A48 MASC,,19.99,,1
395885,CALCA PATAMAR LYCRA DIV 36A48 MASC,,4.99,,1
395892,CAMISA VILEJACK PIQUET POLO SALDO,,4.99,,1
395908,SHORT VILEJACK LYCRA BRANCO FEM AD,,4.99,,1
395915,CAMISA AGA MICRO 1530 MANGA LONGA,,19.99,,1
395922,CAMISA AGA MICRO 1530 MANGA CURTA,,4.99,,1
395946,CAMISA AGA MICRO 5051 MANGA CURTA,,4.99,,1
395953,CAMISA AGA MICRO 5021 MANGA LONGA,,19.99,,1
395960,CAMISA AGA MICRO 5021 MANGA CURTA,,4.99,,1
395977,CAMISA AGA TRICOLINE 7076 MANG LONG,,19.99,,1
395984,CAMISA AGA TRICOLINE 7076 MANG CURT,,19.99,,1
396004,SOUTIEN DESEJO SECRETO MICRO 023 AD,,4.99,,1
396011,SOUTIEN DESEJO SECRETO MICRO 014 AD,,7.99,,1
396028,SOUTIEN DESEJO SECRETO RENDA 016 AD,,9.99,,1
396035,SOUTIEN DESEJO SECRETO RENDA 010 AD,,9.99,,1
396042,SOUTIEN DESEJO SECRETO RENDA 030 AD,,7.99,,1
396059,SOUTIEN DESEJO SECRETO RENDA 026 AD,,9.99,,1
396066,SOUTIEN DESEJO SECRETO RENDA 012 AD,,7.99,,1
396073,SOUTIEN DESEJO SECRETO MICRO 011 AD,,4.99,,1
396080,SOUTIEN DESEJO SECRETO MICRO 036 AD,,4.99,,1
396103,CONJUNTO DESEJO SECRETO MICRO 032 A,,7.99,,1
396127,BLUSA VINCULO VISCOLY DIV PMG FEM,,4.99,,1
396134,BLUSA VINCULO VISCOLY 5089 GIG2G3 F,,7.99,,1
396141,BLUSA VINCULO COTTON 5054 PMGG FEM,,4.99,,1
396158,BODY VINCULO COTTON 5079 PMGG FEM,,4.99,,1
396189,BLUSA ELLAND RIBANA PMGG FEM,,4.99,,1
396196,REGATA ELLAND ALGODAO PMGG MASC,,7.99,,1
396202,CAMISETA ELLAND ALG DIV PROMOCAO PJ,,6.99,,1
396226,CALCA SUEZ LYCRA 2293903 FEM 36A44,,49.99,,1
396233,CALCA SUEZ LYCRA 2305801 FEM 36A44,,4.99,,1
396240,CALCA SUEZ LYCRA 2292301 FEM 36A44,,4.99,,1
396257,CALCA SUEZ LYCRA 2310201 FEM 36A44,,9.99,,1
396264,CALCA SUEZ LYCRA 8001201 FEM 36A44,,4.99,,1
396271,CALCA SUEZ LYCRA 7997701 FEM 36A44,,39.99,,1
396288,CALCA SUEZ SARJA 7994403 FEM 36A42,,4.99,,1
396295,CALCA SUEZ LYCRA 2302801 FEM 36A44,,4.99,,1
396301,CALCA SUEZ LYCRA 2303601 FEM 36A44,,9.99,,1
396325,CALCA SUEZ LYCRA 834078 FEM 36A44,,4.99,,1
396332,CALCA SUEZ LYCRA 833279 FEM 36A44,,4.99,,1
396349,CALCA SUEZ LYCRA 824222 FEM 36A44,,4.99,,1
396356,CALCA SUEZ LYCRA 833392 FEM 36A44,,9.99,,1
396370,CALCA SUEZ LYCRA 2301904 FEM 38A46,,9.99,,1
396394,CAMISA TEODORO ALG PMGG PROMOCAO,,4.99,,1
396400,REGATA PAZ VISCOLY 10915 RENDA FEM,,4.99,,1
396417,REGATA PAZ VISCOSY 10927 RENDA FEM,,2.99,,1
396424,MACAQUINHO PAZ VISCOLUY 10973 PMG,,4.99,,1
396431,SHORT PAZ VISCOLUY 10910 PMG,,4.99,,1
396479,BERCO DARDARA 8055 CAPOTA E TROCADO,,449.99,,1
396509,BODY DARDARA RIBANA BS002 MEIA MANG,,7.99,,1
396516,KIT SAPATINHO DARDARA SUEDINE 900,,4.99,,1
396578,BERMUDA KAUAN JEANS MGGGEG BIG,,24.99,,1
396585,BERMUDA KAUAN BRIM MGGGEG XADREZ,,7.99,,1
396592,BERMUDA KAUAN BRIM 04A08 XADREZ,,4.99,,1
396608,BERMUDA KAUAN PT 04A08 LISA DIV,,4.99,,1
396615,BERMUDA KAUAN BRIM 10A16 XADREZ,,4.99,,1
396622,BERMUDA KAUAN PT 10A16 LISA DIV,,4.99,,1
396639,CALCA KAUAN TRICOLY 4A8 FEM DIV,,4.99,,1
396646,SHORT KAUAN TRICOLY 01 4A8 FEM DIV,,9.99,,1
396653,SHORT SAIA KAUAN TRICOLY 04A08 DIV,,9.99,,1
396660,CAMISETA MAIDALE MM 15615 PMGG,,4.99,,1
396677,CAMISETA MAIDALE MM 22415 PMGG,,4.99,,1
396684,CAMISETA MAIDALE MM 11015 08A14,,4.99,,1
396691,SHORT MAIDALE COTTON 20515 PMG FEM,,4.99,,1
396707,CAMISETA HAVOK MM DIVERSAS PMGG,,19.99,,1
396721,SHORT CATSIDE TACTEL PMGG FEM,,4.99,,1
396738,CALCINHA BORTOLASSI COTTON PMG CONF,,2.99,,1
396752,BLUSA MC JU VISCOSE 1814 T UNICO,,4.99,,1
396769,BLUSA MC JU VISCOSE 1914 T UNICO,,14.99,,1
396783,BLUSA MC JU VISCOSE 3114 PMGG,,4.99,,1
396813,BLUSA MC JU VISCOSE 6028 PMGG,,19.99,,1
396844,BLUSA MC JU VISCOSE 4414 PMGG,,4.99,,1
396851,BLUSA MC JU VISCOSE 4514 PMGG,,9.99,,1
396868,BLUSA MC JU VISCOSE 4614 PMGG,,9.99,,1
396875,BLUSA MC JU VISCOSE 4714 PMGG,,14.99,,1
396882,BLUSA MC JU VOAL 5714 PMGG,,4.99,,1
396899,BLUSA MC JU VISCOSE 7514 PMGG,,4.99,,1
396912,BLUSA MC JU VISCOSE 7714 PMGG,,4.99,,1
396929,BLUSA MC JU VISCOSE 7814 PMGG,,4.99,,1
396936,BLUSA MC JU VISCOSE 8814 PMGG,,4.99,,1
396950,BLUSA MC JU VOAL 6214 PMGG,,4.99,,1
396974,BLUSA MC JU VOAL 1214 PMGG REGATA,,4.99,,1
396981,SHORT MC JU VOAL 1514 PMGG FEM,,4.99,,1
396998,MACAQUINHO MC JU VISCOSE 2214 PMGG,,4.99,,1
397001,MACAQUINHO MC JU VISCOSE 2414 PMGG,,14.99,,1
397018,MACAQUINHO MC JU VISCOSE 2514 PMGG,,4.99,,1
397025,REGATA MC JU VISCOSE 2914 PMGG,,4.99,,1
397032,REGATA MC JU VISCOSE 3014 PMGG,,4.99,,1
397056,MACAQUINHO MC JU VISCOSE 4314 PMGG,,4.99,,1
397100,CALCA BIOTIPO 17839 LYCRA FEM AD,,29.99,,1
397117,CALCA BIOTIPO 17870 LYCRA FEM AD,,4.99,,1
397162,CALCA BIOTIPO 18119 LYCRA FEM AD,,29.99,,1
397209,CALCA BIOTIPO 17790 JENAS MASC AD,,99.99,,1
397223,CALCA BIOTIPO 17954 JENAS MASC AD,,97.99,,1
397230,CALCA BIOTIPO 17986 JENAS MASC AD,,29.99,,1
397247,BIQUINI MISS BETTY LYCRA PMGG,,9.99,,1
397254,BLUSA DESORDEM PU PMG FEMININA,,4.99,,1
397261,BLUSA DESORDEM PU G1G2G3 FEMININA,,4.99,,1
397278,CALCA PETISICA COT 1530 1A3 LEG EST,,4.99,,1
397285,CALCA PETISICA COT 8000 4A8 LEG LIS,,4.99,,1
397308,BERMUDA PETISCA COTON 1580 04A08,,4.99,,1
397315,BERMUDA PETISCA COTON 1581 10A14,,4.99,,1
397322,BLUSA PETISICA COTTON 1567 01A03,,4.99,,1
397339,BLUSA PETISICA COTTON 1564 04A08,,4.99,,1
397346,BERMUDA HOXIE MOLETIN 7106 12A16,,4.99,,1
397353,BERMUDA HOXIE MOLETIN 7112 12A16,,4.99,,1
397360,BERMUDA HOXIE MOLETIN 7110 12A16,,4.99,,1
397377,BERMUDA HOXIE MOLETIN 7109 12A16,,4.99,,1
397384,BERMUDA HOXIE MOLETIN 7104 10A16,,4.99,,1
397391,BERMUDA HOXIE MOLETIN 7004 PMG,,4.99,,1
397407,BERMUDA HOXIE MOLETIN 7007 PMG,,4.99,,1
397414,BERMUDA HOXIE MOLETIN 7006 PMG,,14.99,,1
397421,BERMUDA HOXIE MOLETIN 7012 PMG,,4.99,,1
397438,BERMUDA HOXIE MOLETIN 7010 PMG,,4.99,,1
397445,BERMUDA HOXIE MOLETIN 7204 G1G2G3,,4.99,,1
397452,BERMUDA HOXIE MOLETIN 7207 G1G2G3,,4.99,,1
397476,CALCA HOXIE MOL 7200 SARUEL SAN DRI,,19.99,,1
397483,CALCA HOXIE MOLETIN 7100 HOXI ECO,,14.99,,1
397506,CALCA HOXIE MOLETIN 7700 NEW YORK,,14.99,,1
397513,BERMUDA SEA SURF 1000281 BRIM MASC,,4.99,,1
397520,BERMUDA SEA SURF 1000390 BRIM M CIN,,24.99,,1
397537,BERMUDA SEA SURF 1000250 BRIM M CIN,,7.99,,1
397544,BERMUDA SEA SURF 1000280 BRIM MASC,,4.99,,1
397551,BERMUDA SEA SURF 1000233 BRIM JUV M,,4.99,,1
397636,CALCINHA BONINA MICRO ADULTO,,4.99,,1
397643,CALCINHA BONINA MICRO BC53 ADULTO,,4.99,,1
397650,CALCINHA BONINA MICRO BC39 ADULTO,,4.99,,1
397667,CALCINHA BONINA MICRO BC50 ADULTO,,4.99,,1
397674,CALCINHA BONINA MICRO DIV ADULTO,,9.99,,1
397681,CALCINHA BONINA MICRO BC51 ADULTO,,4.99,,1
397698,CALCINHA BONINA MICRO BC14 ADULTO,,4.99,,1
397704,CALCINHA BONINA MICRO BC10 ADULTO,,4.99,,1
397711,CALCINHA BONINA MICRO BC11 ADULTO,,4.99,,1
397728,CALCINHA BONINA MICRO BC12 ADULTO,,4.99,,1
397742,CALCINHA BONINA MICRO BC29 ADULTO,,4.99,,1
397759,SOUTIEN BONINA MICRO BS30 ADULTO,,14.99,,1
397766,SOUTIEN BONINA MICRO BS33 ADULTO,,9.99,,1
397773,SOUTIEN BONINA MICRO BS31 ADULTO,,9.99,,1
397780,SOUTIEN BONINA MICRO BS27 ADULTO,,14.99,,1
397797,SOUTIEN BONINA MICRO BS40 ADULTO,,14.99,,1
397803,SOUTIEN BONINA MICRO BS07 ADULTO,,4.99,,1
397810,SOUTIEN BONINA MICRO BS17 ADULTO,,9.99,,1
397926,SHORT ZEERUCCI SARJA 1001 VOLEY LIS,,4.99,,1
397933,SHORT ZEERUCCI SARJA 1001 VOLEY XAD,,4.99,,1
397940,SHORT ZEERUCCI SARJA 1001 VOLEY EST,,4.99,,1
397957,CUECA ZEERUCCI MICRO DIVERSAS ADULT,,7.99,,1
397964,MODELADOR ZEERUCCI POLY 803006 BERN,,24.99,,1
397971,MODELADOR ZEERUCCI POLY 801001 TANG,,14.99,,1
397988,MODELADOR ZEERUCCI POLY 801002 ALTA,,14.99,,1
397995,MODELADOR ZEERUCCI 802001 FIO DENTA,,14.99,,1
398008,MODELADOR ZEERUCCI POLY 080001 BOX,,14.99,,1
398015,CALCA ZEERUCCI POLY 060001 CORSARIO,,9.99,,1
398022,MODELADOR ZEERUCCI 0600002 CALCA,,9.99,,1
398039,CALCA ZEERUCCI POLY 0601002 LEGGIN,,4.99,,1
398046,BERMUDA ZEERUCCI POLY 701004 FITNES,,4.99,,1
398053,TOP ZEERUCCI POLY ZR0400 365 FITNES,,4.99,,1
398060,TOP ZEERUCCI POLY ZR0400 678 FITNES,,14.99,,1
398077,FAIXA ZEERUCCI POLY ZR030005 S BOJO,,4.99,,1
398084,FAIXA ZEERUCCI POLY ZR030009 C BOJO,,4.99,,1
398091,CALCINHA ZEERUCCI LANSER 0202005 L,,7.99,,1
398107,CALCINHA ZEERUCCI LANSER 0201005,,7.99,,1
398114,CALCINHA ZEERUCCI LANSER 0202007,,7.99,,1
398121,CALCINHA ZEERUCCI LANSER 0203001,,9.99,,1
398138,CALCINHA ZEERUCCI LANSER 0202008,,4.99,,1
398152,CALCINHA ZEERUCCI RENDA FIO DIVERSA,,4.99,,1
398169,CALCINHA ZEERUCCI RENDA TANGA DIVER,,4.99,,1
398176,SOUTIEN ZEERUCCI POLY ZR0301001 LIS,,24.99,,1
398183,SOUTIEN ZEERUCCI POLY ZR0301001 EST,,44.99,,1
398190,SOUTIEN ZEERUCCI POLY ZR0302001 EST,,19.99,,1
398206,SOUTIEN ZEERUCCI POLY ZR0302001 LIS,,19.99,,1
398213,SOUTIEN ZEERUCCI ZR0302002 COSTA NU,,79.99,,1
398220,BERMUDA ZEERUCCI ZR0703001494 MASC,,14.99,,1
398237,SHORT ZEERUCCI ZR0704494 MASC,,29.99,,1
398251,REGATA ZEERUCCI MICRO ZR09030497 FE,,4.99,,1
398268,CAMISETA ZEERUCCI MICRO DIVERSAS,,4.99,,1
398275,BERMUDA ZEERUCCI BRIM 100107703 CIN,,4.99,,1
398282,BERMUDA ZEERUCCI 100107757 XADREZ C,,4.99,,1
398299,CAMISOLA ZEERUCCI POLY COM CALCINHA,,29.99,,1
398329,CONJUNTO KIKO E KUKA 1231 MAS 01A03,,9.99,,1
398381,REGATA KIKO E KUKA 1241 MAS 01A03,,4.99,,1
398428,REGATA KIKO E KUKA 1292 04A10 MAS,,14.99,,1
398466,CONJUNTO RALAKIDS M 10141 FEM 01A03,,9.99,,1
398473,CONJUNTO RALAKIDS M 20131 MAS 01A03,,9.99,,1
398497,CONJUNTO RALAKIDS M 40107 MAS 04A08,,14.99,,1
398503,BLUSA RALAKIDS MM 1250 01A03 FEM,,4.99,,1
398510,BLUSA RALAKIDS MM 1251 01A03 FEM,,7.99,,1
398527,BLUSA RALAKIDS COTTON 32165 04A08,,7.99,,1
398534,BLUSA RALAKIDS MALHA 32170 04A08,,12.99,,1
398541,BLUSA RALAKIDS MALHA 32168 04A08,,7.99,,1
398589,REGATA RALAKIDS MALHA 4258 408 MASC,,14.99,,1
398596,CAMISA RALAKIDS PIQUET 2245 1A3 POL,,7.99,,1
398602,CAMISA RALAKIDS MALHA 2243 1A3 MASC,,4.99,,1
398619,CAMISETA RALAKIDS MALHA 4257 04A08,,14.99,,1
398633,VESTIDO RALAKIDS MALHA 34139 4A8 ES,,14.99,,1
398749,SHORT DITZ POLIESTER RUNNING PMG FE,,9.99,,1
398756,BERMUDA DITZ SUPLEX PMGG FEM,,4.99,,1
398763,BLUSA OXER POLY UV50 PMG FEM ML,,9.99,,1
398770,MAIO DITZ POLIAMIDA DIVERSOS ADULTO,,29.99,,1
398787,SUNGA DITZ POLIAMIDA DIVERSOS ADULT,,9.99,,1
398824,BERMUDA DITZ TACTEL DIVERSOS MASC,,4.99,,1
398831,CAMISA OXER POLIAMIDA DIVERSAS AD,,4.99,,1
398848,CUECA VILEJACK POLIESTER BOXER PMG,,7.99,,1
398855,SHORT SAIA BK2 POLIAMIDA DIVERSOS A,,4.99,,1
398862,BLUSA BK2 POLIAMIDA DIV FITNESS FEM,,4.99,,1
398879,CALCA BK2 POLIAMIDA DIV CORSARIO FE,,4.99,,1
398886,CALCA GUP S JEANS 56587 HOT PANTSFL,,4.99,,1
398893,CALCA GUP S JEANS 56569 HOT PANTSFL,,9.99,,1
398909,VESTIDO GUP S PREMER V2542 FLORAL A,,4.99,,1
398916,COLETE GUP S PREMER B8687 FLORAL AD,,39.99,,1
398923,BLUSA GUP S PREMER B8711 PMG,,4.99,,1
398930,BLUSA GUP S PREMER B8710 PMG FRANJA,,4.99,,1
398947,CROPPED GUP S JACKOR B8682 PMGG,,4.99,,1
398954,SAIA GUP S JACKOR SA3200 PMGG,,4.99,,1
398978,REGATA NELL ONDA MALHA 2513 1A3,,4.99,,1
398992,REGATA NELL ONDA MALHA 2542 04A08,,7.99,,1
399005,REGATA NELL ONDA MALHA 2546 04A08,,4.99,,1
399029,REGATA NELL ONDA MALHA 2577 10A16,,4.99,,1
399043,CAMISA NELL ONDA 2501 01A03 POLO,,14.99,,1
399067,CAMISA NELL ONDA 2561 10A16 POLO,,19.99,,1
399074,CAMISETA NELL ONDA MM 2503 01A03,,9.99,,1
399081,CAMISETA NELL ONDA 2505 01A03 DEC V,,4.99,,1
399098,CAMISETA NELL ONDA 2510 01A03 C CAP,,4.99,,1
399104,CAMISETA NELL ONDA 2511 01A03 C CAP,,4.99,,1
399128,CAMISETA NELL ONDA 2540 04A08 C CAP,,14.99,,1
399135,CAMISETA NELL ONDA 2570 10A16 C CAP,,4.99,,1
399159,CAMISETA NELL ONDA 2563 10A16 LISTR,,9.99,,1
399166,CAMISETA NELL ONDA 2564 10A16 GOL V,,14.99,,1
399173,CAMISETA NELL ONDA 2565 10A16 GOL V,,4.99,,1
399180,CAMISETA NELL ONDA 2566 10A16 M MAN,,21.99,,1
399197,CAMISETA NELL ONDA 2568 10A16 M MAN,,14.99,,1
399203,CONJUNTO NELL ONDA 2522 01A03 REGAT,,4.99,,1
399210,CONJUNTO NELL ONDA 2519 01A03 M MAN,,14.99,,1
399234,CONJUNTO NELL ONDA 2553 04A08 REGAT,,4.99,,1
399241,CAMISA TEODORO ALG PMGG DIVER MC,,4.99,,1
399258,BLUSA SOLETEX COTTON 04519 PMGG,,4.99,,1
399265,BLUSA SOLETEX FLAME 04521 PMGG,,4.99,,1
399272,BLUSA SOLETEX VISCOLIGHT 04556 PMGG,,9.99,,1
399289,VESTIDO SOLETEX MALHA 04545 04A08,,19.99,,1
399302,VESTIDO SOLETEX COTTON 04562 10A16,,4.99,,1
399326,CONJUNTO SOLETEX FLAME 04548 04A08,,4.99,,1
399333,CONJUNTO SOLETEX COTTON 04516 PMG,,14.99,,1
399357,CONJUNTO SOLETEX MALHA 05010 MASC,,14.99,,1
399364,BLUSA SOLETEX MALHA 04572 10A16,,9.99,,1
399371,REGATA SOLETEX MALHA 05068 04A08,,7.99,,1
399388,SAIA SOLETEX SUPLEX 04586 10A16,,4.99,,1
399395,CAMISA SOLETEX MALHA 05013 PMG POLO,,4.99,,1
399418,BERMUDA SOLETEX MICRO 05089 04A08,,4.99,,1
399425,BODY SOLETEX COTTON 04539 01A03,,4.99,,1
399449,SHORT VOLUCCY TACTEL 202 JUV MASC,,4.99,,1
399456,BERMUDA VOLUCCY TACTEL ELAST AD MAS,,4.99,,1
399463,CAMISA POOL PIQUET DIVERSA PMG POLO,,4.99,,1
399470,CALCINHA LOVE LIFE COTTON 389 PMGG,,4.50,,1
399487,CALCINHA CHALE MICRO 10411 PMG,,7.99,,1
399494,CALCINHA CHALE RENDA 10138 PMG FIO,,7.99,,1
399500,CALCINHA CHALE TULY 10111 PMG FIO,,7.99,,1
399517,CALCINHA CHALE MICRO 10900 PMGG,,7.99,,1
399524,CALCINHA CHALE MICRO 10822 PMG FIO,,15.99,,1
399531,CALCINHA CHALE MICRO 10958 PMGG,,7.99,,1
399548,CALCINHA CHALE RENDA 1014 PMGG,,9.99,,1
399555,CALCINHA CHALE RENDA 10414 PMGG,,7.99,,1
399562,CALCINHA CHALE MICRO 10186 PMG FIO,,4.99,,1
399579,CALCINHA CHALE RENDA 1011 PMG,,9.99,,1
